session_id,user_type,channel,product,page,event_time,purchase_flag
146,Returning,Referral,Jacket,AddToCart,2025-10-21 06:17:21,0
146,Returning,Referral,Jacket,Checkout,2025-10-21 06:21:30,1
147,New,Referral,Bag,Home,2025-10-20 16:15:00,0
147,New,Referral,Bag,Category,2025-10-20 16:17:32,0
148,New,Organic,Jacket,Home,2025-10-21 00:10:00,0
148,New,Organic,Jacket,Category,2025-10-21 00:11:56,0
148,New,Organic,Jacket,Product,2025-10-21 00:21:19,0
149,New,Organic,Watch,Home,2025-10-20 08:47:00,0
149,New,Organic,Watch,Category,2025-10-20 08:48:45,0
150,New,Organic,Bag,Home,2025-10-20 21:13:00,0
150,New,Organic,Bag,Category,2025-10-20 21:17:27,0
150,New,Organic,Bag,Product,2025-10-20 21:23:27,0
150,New,Organic,Bag,AddToCart,2025-10-20 21:32:14,0
150,New,Organic,Bag,Checkout,2025-10-20 21:40:52,0
151,New,Referral,Bag,Home,2025-10-20 10:48:00,0
152,New,Organic,Watch,Home,2025-10-20 15:37:00,0
152,New,Organic,Watch,Category,2025-10-20 15:44:51,0
152,New,Organic,Watch,Product,2025-10-20 15:50:02,0
152,New,Organic,Watch,AddToCart,2025-10-20 15:55:43,0
153,New,Paid,Shoes,Home,2025-10-20 12:53:00,0
154,Returning,Organic,Shoes,Home,2025-10-21 00:34:00,0
154,Returning,Organic,Shoes,Category,2025-10-21 00:40:56,0
154,Returning,Organic,Shoes,Product,2025-10-21 00:49:20,0
154,Returning,Organic,Shoes,AddToCart,2025-10-21 00:55:55,0
154,Returning,Organic,Shoes,Checkout,2025-10-21 01:00:54,1
155,Returning,Organic,Bag,Home,2025-10-21 02:26:00,0
155,Returning,Organic,Bag,Category,2025-10-21 02:34:12,0
155,Returning,Organic,Bag,Product,2025-10-21 02:43:06,0
156,New,Paid,Watch,Home,2025-10-20 16:23:00,0
157,Returning,Organic,Bag,Home,2025-10-20 20:46:00,0
157,Returning,Organic,Bag,Category,2025-10-20 20:53:14,0
157,Returning,Organic,Bag,Product,2025-10-20 20:56:58,0
158,New,Paid,Watch,Home,2025-10-20 19:17:00,0
158,New,Paid,Watch,Category,2025-10-20 19:18:37,0
158,New,Paid,Watch,Product,2025-10-20 19:23:58,0
158,New,Paid,Watch,AddToCart,2025-10-20 19:30:14,0
158,New,Paid,Watch,Checkout,2025-10-20 19:39:42,0
159,Returning,Referral,Shoes,Home,2025-10-21 07:53:00,0
159,Returning,Referral,Shoes,Category,2025-10-21 07:58:27,0
159,Returning,Referral,Shoes,Product,2025-10-21 08:03:24,0
160,New,Paid,Watch,Home,2025-10-20 20:21:00,0
160,New,Paid,Watch,Category,2025-10-20 20:29:05,0
161,New,Referral,Bag,Home,2025-10-21 03:14:00,0
161,New,Referral,Bag,Category,2025-10-21 03:19:46,0
161,New,Referral,Bag,Product,2025-10-21 03:20:59,0
161,New,Referral,Bag,AddToCart,2025-10-21 03:28:12,0
162,New,Organic,Shoes,Home,2025-10-20 10:24:00,0
163,Returning,Organic,Jacket,Home,2025-10-20 14:37:00,0
163,Returning,Organic,Jacket,Category,2025-10-20 14:41:23,0
164,Returning,Referral,Shoes,Home,2025-10-21 03:40:00,0
164,Returning,Referral,Shoes,Category,2025-10-21 03:43:20,0
165,New,Referral,Jacket,Home,2025-10-20 12:39:00,0
165,New,Referral,Jacket,Category,2025-10-20 12:42:23,0
165,New,Referral,Jacket,Product,2025-10-20 12:45:40,0
165,New,Referral,Jacket,AddToCart,2025-10-20 12:53:53,0
166,New,Organic,Jacket,Home,2025-10-21 05:23:00,0
166,New,Organic,Jacket,Category,2025-10-21 05:32:25,0
166,New,Organic,Jacket,Product,2025-10-21 05:36:14,0
167,New,Organic,Shoes,Home,2025-10-20 16:19:00,0
167,New,Organic,Shoes,Category,2025-10-20 16:28:25,0
167,New,Organic,Shoes,Product,2025-10-20 16:32:09,0
167,New,Organic,Shoes,AddToCart,2025-10-20 16:37:27,0
168,New,Organic,Shoes,Home,2025-10-20 13:31:00,0
168,New,Organic,Shoes,Category,2025-10-20 13:39:33,0
168,New,Organic,Shoes,Product,2025-10-20 13:41:18,0
168,New,Organic,Shoes,AddToCart,2025-10-20 13:43:36,0
168,New,Organic,Shoes,Checkout,2025-10-20 13:51:10,0
169,Returning,Paid,Shoes,Home,2025-10-20 08:21:00,0
169,Returning,Paid,Shoes,Category,2025-10-20 08:26:20,0
170,Returning,Referral,Bag,Home,2025-10-21 05:58:00,0
170,Returning,Referral,Bag,Category,2025-10-21 06:04:20,0
170,Returning,Referral,Bag,Product,2025-10-21 06:10:56,0
170,Returning,Referral,Bag,AddToCart,2025-10-21 06:15:16,0
170,Returning,Referral,Bag,Checkout,2025-10-21 06:20:33,0
171,New,Organic,Watch,Home,2025-10-20 08:16:00,0
171,New,Organic,Watch,Category,2025-10-20 08:18:11,0
171,New,Organic,Watch,Product,2025-10-20 08:19:40,0
171,New,Organic,Watch,AddToCart,2025-10-20 08:28:30,0
172,New,Paid,Watch,Home,2025-10-20 18:27:00,0
172,New,Paid,Watch,Category,2025-10-20 18:33:37,0
173,New,Paid,Jacket,Home,2025-10-20 20:01:00,0
173,New,Paid,Jacket,Category,2025-10-20 20:05:39,0
173,New,Paid,Jacket,Product,2025-10-20 20:15:18,0
173,New,Paid,Jacket,AddToCart,2025-10-20 20:17:45,0
173,New,Paid,Jacket,Checkout,2025-10-20 20:26:52,0
174,Returning,Referral,Bag,Home,2025-10-20 23:35:00,0
175,Returning,Organic,Bag,Home,2025-10-21 01:53:00,0
175,Returning,Organic,Bag,Category,2025-10-21 01:53:52,0
175,Returning,Organic,Bag,Product,2025-10-21 01:57:34,0
175,Returning,Organic,Bag,AddToCart,2025-10-21 02:04:48,0
176,Returning,Organic,Shoes,Home,2025-10-20 17:07:00,0
176,Returning,Organic,Shoes,Category,2025-10-20 17:08:38,0
177,New,Referral,Jacket,Home,2025-10-20 16:38:00,0
177,New,Referral,Jacket,Category,2025-10-20 16:41:15,0
177,New,Referral,Jacket,Product,2025-10-20 16:44:02,0
178,Returning,Referral,Shoes,Home,2025-10-20 20:18:00,0
178,Returning,Referral,Shoes,Category,2025-10-20 20:24:50,0
178,Returning,Referral,Shoes,Product,2025-10-20 20:26:34,0
179,Returning,Referral,Jacket,Home,2025-10-20 22:38:00,0
179,Returning,Referral,Jacket,Category,2025-10-20 22:39:49,0
180,New,Paid,Watch,Home,2025-10-21 04:29:00,0
181,Returning,Paid,Watch,Home,2025-10-20 21:52:00,0
181,Returning,Paid,Watch,Category,2025-10-20 21:57:40,0
181,Returning,Paid,Watch,Product,2025-10-20 22:05:05,0
182,New,Organic,Bag,Home,2025-10-20 15:44:00,0
182,New,Organic,Bag,Category,2025-10-20 15:51:13,0
182,New,Organic,Bag,Product,2025-10-20 15:59:24,0
183,New,Organic,Jacket,Home,2025-10-21 01:23:00,0
183,New,Organic,Jacket,Category,2025-10-21 01:26:07,0
184,New,Paid,Jacket,Home,2025-10-21 06:24:00,0
184,New,Paid,Jacket,Category,2025-10-21 06:30:41,0
184,New,Paid,Jacket,Product,2025-10-21 06:37:10,0
184,New,Paid,Jacket,AddToCart,2025-10-21 06:46:22,0
184,New,Paid,Jacket,Checkout,2025-10-21 06:53:57,1
185,New,Paid,Shoes,Home,2025-10-20 08:29:00,0
186,New,Organic,Shoes,Home,2025-10-20 18:20:00,0
186,New,Organic,Shoes,Category,2025-10-20 18:25:02,0
186,New,Organic,Shoes,Product,2025-10-20 18:28:22,0
187,New,Organic,Jacket,Home,2025-10-21 02:09:00,0
187,New,Organic,Jacket,Category,2025-10-21 02:12:10,0
187,New,Organic,Jacket,Product,2025-10-21 02:13:30,0
188,New,Organic,Bag,Home,2025-10-20 08:11:00,0
188,New,Organic,Bag,Category,2025-10-20 08:12:39,0
188,New,Organic,Bag,Product,2025-10-20 08:17:26,0
189,New,Referral,Shoes,Home,2025-10-21 07:42:00,0
189,New,Referral,Shoes,Category,2025-10-21 07:48:40,0
189,New,Referral,Shoes,Product,2025-10-21 07:50:15,0
190,New,Organic,Shoes,Home,2025-10-20 09:01:00,0
190,New,Organic,Shoes,Category,2025-10-20 09:09:08,0
190,New,Organic,Shoes,Product,2025-10-20 09:10:50,0
191,Returning,Organic,Watch,Home,2025-10-20 16:07:00,0
191,Returning,Organic,Watch,Category,2025-10-20 16:13:33,0
191,Returning,Organic,Watch,Product,2025-10-20 16:17:14,0
192,New,Organic,Watch,Home,2025-10-20 17:45:00,0
192,New,Organic,Watch,Category,2025-10-20 17:51:01,0
192,New,Organic,Watch,Product,2025-10-20 17:53:23,0
192,New,Organic,Watch,AddToCart,2025-10-20 17:58:11,0
193,New,Paid,Watch,Home,2025-10-20 20:39:00,0
193,New,Paid,Watch,Category,2025-10-20 20:46:57,0
193,New,Paid,Watch,Product,2025-10-20 20:54:36,0
194,Returning,Paid,Watch,Home,2025-10-20 18:43:00,0
194,Returning,Paid,Watch,Category,2025-10-20 18:44:05,0
195,Returning,Organic,Jacket,Home,2025-10-20 20:17:00,0
195,Returning,Organic,Jacket,Category,2025-10-20 20:25:37,0
196,Returning,Organic,Bag,Home,2025-10-20 12:15:00,0
196,Returning,Organic,Bag,Category,2025-10-20 12:18:41,0
196,Returning,Organic,Bag,Product,2025-10-20 12:20:25,0
197,New,Paid,Jacket,Home,2025-10-20 19:56:00,0
197,New,Paid,Jacket,Category,2025-10-20 19:59:45,0
197,New,Paid,Jacket,Product,2025-10-20 20:01:31,0
197,New,Paid,Jacket,AddToCart,2025-10-20 20:10:58,0
198,New,Paid,Jacket,Home,2025-10-20 23:26:00,0
198,New,Paid,Jacket,Category,2025-10-20 23:32:23,0
198,New,Paid,Jacket,Product,2025-10-20 23:39:16,0
199,New,Paid,Jacket,Home,2025-10-21 01:29:00,0
199,New,Paid,Jacket,Category,2025-10-21 01:37:18,0
200,New,Organic,Watch,Home,2025-10-20 11:02:00,0
200,New,Organic,Watch,Category,2025-10-20 11:04:28,0
201,New,Paid,Shoes,Home,2025-10-20 11:32:00,0
201,New,Paid,Shoes,Category,2025-10-20 11:41:54,0
201,New,Paid,Shoes,Product,2025-10-20 11:51:24,0
202,New,Paid,Jacket,Home,2025-10-20 23:44:00,0
203,New,Referral,Shoes,Home,2025-10-21 00:16:00,0
203,New,Referral,Shoes,Category,2025-10-21 00:19:26,0
203,New,Referral,Shoes,Product,2025-10-21 00:21:41,0
204,Returning,Organic,Shoes,Home,2025-10-20 12:57:00,0
204,Returning,Organic,Shoes,Category,2025-10-20 13:02:48,0
204,Returning,Organic,Shoes,Product,2025-10-20 13:11:26,0
205,New,Organic,Jacket,Home,2025-10-20 10:54:00,0
205,New,Organic,Jacket,Category,2025-10-20 11:03:19,0
205,New,Organic,Jacket,Product,2025-10-20 11:07:15,0
205,New,Organic,Jacket,AddToCart,2025-10-20 11:11:44,0
205,New,Organic,Jacket,Checkout,2025-10-20 11:21:32,1
206,Returning,Paid,Shoes,Home,2025-10-20 13:57:00,0
206,Returning,Paid,Shoes,Category,2025-10-20 14:01:28,0
206,Returning,Paid,Shoes,Product,2025-10-20 14:05:13,0
207,New,Organic,Shoes,Home,2025-10-20 23:48:00,0
207,New,Organic,Shoes,Category,2025-10-20 23:55:05,0
208,New,Referral,Watch,Home,2025-10-20 09:07:00,0
208,New,Referral,Watch,Category,2025-10-20 09:13:08,0
209,New,Organic,Bag,Home,2025-10-20 16:21:00,0
209,New,Organic,Bag,Category,2025-10-20 16:21:45,0
210,Returning,Paid,Shoes,Home,2025-10-20 14:35:00,0
210,Returning,Paid,Shoes,Category,2025-10-20 14:41:29,0
210,Returning,Paid,Shoes,Product,2025-10-20 14:50:55,0
211,New,Organic,Shoes,Home,2025-10-20 09:23:00,0
212,New,Organic,Jacket,Home,2025-10-20 23:30:00,0
213,Returning,Referral,Bag,Home,2025-10-20 22:45:00,0
213,Returning,Referral,Bag,Category,2025-10-20 22:45:33,0
213,Returning,Referral,Bag,Product,2025-10-20 22:48:38,0
214,Returning,Paid,Shoes,Home,2025-10-21 00:13:00,0
214,Returning,Paid,Shoes,Category,2025-10-21 00:14:04,0
214,Returning,Paid,Shoes,Product,2025-10-21 00:21:15,0
215,Returning,Referral,Shoes,Home,2025-10-20 12:34:00,0
215,Returning,Referral,Shoes,Category,2025-10-20 12:42:33,0
215,Returning,Referral,Shoes,Product,2025-10-20 12:51:49,0
215,Returning,Referral,Shoes,AddToCart,2025-10-20 13:01:10,0
216,New,Organic,Shoes,Home,2025-10-20 12:54:00,0
216,New,Organic,Shoes,Category,2025-10-20 13:01:31,0
216,New,Organic,Shoes,Product,2025-10-20 13:05:06,0
217,Returning,Paid,Bag,Home,2025-10-20 15:39:00,0
217,Returning,Paid,Bag,Category,2025-10-20 15:43:04,0
218,Returning,Paid,Bag,Home,2025-10-21 06:50:00,0
218,Returning,Paid,Bag,Category,2025-10-21 06:50:48,0
219,New,Organic,Bag,Home,2025-10-21 02:20:00,0
219,New,Organic,Bag,Category,2025-10-21 02:21:44,0
219,New,Organic,Bag,Product,2025-10-21 02:30:18,0
219,New,Organic,Bag,AddToCart,2025-10-21 02:36:58,0
219,New,Organic,Bag,Checkout,2025-10-21 02:43:05,1
220,New,Organic,Watch,Home,2025-10-21 01:19:00,0
220,New,Organic,Watch,Category,2025-10-21 01:28:50,0
221,New,Referral,Bag,Home,2025-10-20 10:29:00,0
221,New,Referral,Bag,Category,2025-10-20 10:30:55,0
221,New,Referral,Bag,Product,2025-10-20 10:36:10,0
221,New,Referral,Bag,AddToCart,2025-10-20 10:41:34,0
222,Returning,Organic,Watch,Home,2025-10-21 07:05:00,0
222,Returning,Organic,Watch,Category,2025-10-21 07:11:40,0
222,Returning,Organic,Watch,Product,2025-10-21 07:21:36,0
222,Returning,Organic,Watch,AddToCart,2025-10-21 07:26:08,0
222,Returning,Organic,Watch,Checkout,2025-10-21 07:26:46,0
223,New,Organic,Watch,Home,2025-10-20 19:47:00,0
224,New,Paid,Bag,Home,2025-10-21 06:35:00,0
224,New,Paid,Bag,Category,2025-10-21 06:38:31,0
224,New,Paid,Bag,Product,2025-10-21 06:39:32,0
225,Returning,Organic,Bag,Home,2025-10-20 09:18:00,0
226,New,Referral,Bag,Home,2025-10-21 00:49:00,0
226,New,Referral,Bag,Category,2025-10-21 00:53:00,0
227,New,Organic,Watch,Home,2025-10-21 04:05:00,0
227,New,Organic,Watch,Category,2025-10-21 04:11:58,0
228,New,Paid,Shoes,Home,2025-10-20 20:39:00,0
228,New,Paid,Shoes,Category,2025-10-20 20:42:40,0
228,New,Paid,Shoes,Product,2025-10-20 20:50:33,0
229,New,Paid,Jacket,Home,2025-10-20 23:38:00,0
229,New,Paid,Jacket,Category,2025-10-20 23:45:07,0
230,New,Paid,Shoes,Home,2025-10-20 13:19:00,0
230,New,Paid,Shoes,Category,2025-10-20 13:21:47,0
231,Returning,Organic,Jacket,Home,2025-10-21 04:26:00,0
231,Returning,Organic,Jacket,Category,2025-10-21 04:27:29,0
232,Returning,Paid,Jacket,Home,2025-10-20 22:15:00,0
232,Returning,Paid,Jacket,Category,2025-10-20 22:17:50,0
232,Returning,Paid,Jacket,Product,2025-10-20 22:20:40,0
232,Returning,Paid,Jacket,AddToCart,2025-10-20 22:25:57,0
233,New,Referral,Shoes,Home,2025-10-20 08:36:00,0
233,New,Referral,Shoes,Category,2025-10-20 08:44:47,0
234,New,Organic,Watch,Home,2025-10-20 19:58:00,0
234,New,Organic,Watch,Category,2025-10-20 20:01:03,0
234,New,Organic,Watch,Product,2025-10-20 20:03:26,0
234,New,Organic,Watch,AddToCart,2025-10-20 20:09:03,0
235,New,Organic,Shoes,Home,2025-10-20 12:30:00,0
235,New,Organic,Shoes,Category,2025-10-20 12:33:41,0
235,New,Organic,Shoes,Product,2025-10-20 12:39:53,0
236,New,Paid,Watch,Home,2025-10-20 23:15:00,0
236,New,Paid,Watch,Category,2025-10-20 23:23:28,0
237,New,Paid,Jacket,Home,2025-10-20 20:56:00,0
237,New,Paid,Jacket,Category,2025-10-20 21:02:34,0
237,New,Paid,Jacket,Product,2025-10-20 21:09:34,0
238,New,Organic,Jacket,Home,2025-10-20 18:12:00,0
238,New,Organic,Jacket,Category,2025-10-20 18:13:30,0
238,New,Organic,Jacket,Product,2025-10-20 18:19:45,0
238,New,Organic,Jacket,AddToCart,2025-10-20 18:26:22,0
239,New,Paid,Bag,Home,2025-10-20 15:00:00,0
240,New,Organic,Shoes,Home,2025-10-20 10:19:00,0
240,New,Organic,Shoes,Category,2025-10-20 10:28:14,0
240,New,Organic,Shoes,Product,2025-10-20 10:37:09,0
240,New,Organic,Shoes,AddToCart,2025-10-20 10:41:33,0
241,New,Organic,Shoes,Home,2025-10-20 20:22:00,0
242,New,Paid,Shoes,Home,2025-10-20 13:13:00,0
243,New,Organic,Bag,Home,2025-10-20 20:20:00,0
243,New,Organic,Bag,Category,2025-10-20 20:29:56,0
244,New,Organic,Watch,Home,2025-10-20 23:28:00,0
244,New,Organic,Watch,Category,2025-10-20 23:31:49,0
244,New,Organic,Watch,Product,2025-10-20 23:35:49,0
244,New,Organic,Watch,AddToCart,2025-10-20 23:39:55,0
245,New,Paid,Shoes,Home,2025-10-20 22:05:00,0
245,New,Paid,Shoes,Category,2025-10-20 22:08:11,0
246,New,Paid,Watch,Home,2025-10-21 03:56:00,0
247,Returning,Organic,Bag,Home,2025-10-20 21:52:00,0
247,Returning,Organic,Bag,Category,2025-10-20 21:58:23,0
247,Returning,Organic,Bag,Product,2025-10-20 22:05:54,0
247,Returning,Organic,Bag,AddToCart,2025-10-20 22:10:43,0
247,Returning,Organic,Bag,Checkout,2025-10-20 22:19:26,0
248,Returning,Organic,Watch,Home,2025-10-21 06:09:00,0
248,Returning,Organic,Watch,Category,2025-10-21 06:12:14,0
249,New,Organic,Watch,Home,2025-10-21 01:35:00,0
249,New,Organic,Watch,Category,2025-10-21 01:37:10,0
250,Returning,Organic,Jacket,Home,2025-10-20 08:11:00,0
250,Returning,Organic,Jacket,Category,2025-10-20 08:17:35,0
250,Returning,Organic,Jacket,Product,2025-10-20 08:21:25,0
250,Returning,Organic,Jacket,AddToCart,2025-10-20 08:29:46,0
251,New,Organic,Shoes,Home,2025-10-21 02:47:00,0
251,New,Organic,Shoes,Category,2025-10-21 02:56:04,0
252,New,Organic,Watch,Home,2025-10-21 03:37:00,0
252,New,Organic,Watch,Category,2025-10-21 03:40:57,0
252,New,Organic,Watch,Product,2025-10-21 03:49:37,0
253,Returning,Referral,Bag,Home,2025-10-20 13:30:00,0
253,Returning,Referral,Bag,Category,2025-10-20 13:37:47,0
253,Returning,Referral,Bag,Product,2025-10-20 13:41:03,0
253,Returning,Referral,Bag,AddToCart,2025-10-20 13:47:20,0
254,Returning,Organic,Bag,Home,2025-10-20 20:53:00,0
254,Returning,Organic,Bag,Category,2025-10-20 20:59:12,0
254,Returning,Organic,Bag,Product,2025-10-20 21:09:01,0
254,Returning,Organic,Bag,AddToCart,2025-10-20 21:16:41,0
254,Returning,Organic,Bag,Checkout,2025-10-20 21:21:37,0
255,New,Paid,Watch,Home,2025-10-21 07:22:00,0
255,New,Paid,Watch,Category,2025-10-21 07:27:55,0
255,New,Paid,Watch,Product,2025-10-21 07:32:47,0
256,New,Paid,Jacket,Home,2025-10-20 15:44:00,0
256,New,Paid,Jacket,Category,2025-10-20 15:48:32,0
257,New,Organic,Watch,Home,2025-10-21 05:40:00,0
257,New,Organic,Watch,Category,2025-10-21 05:43:08,0
257,New,Organic,Watch,Product,2025-10-21 05:48:39,0
257,New,Organic,Watch,AddToCart,2025-10-21 05:52:41,0
257,New,Organic,Watch,Checkout,2025-10-21 05:54:47,0
258,New,Paid,Shoes,Home,2025-10-20 23:02:00,0
258,New,Paid,Shoes,Category,2025-10-20 23:11:14,0
258,New,Paid,Shoes,Product,2025-10-20 23:13:01,0
258,New,Paid,Shoes,AddToCart,2025-10-20 23:18:39,0
259,Returning,Paid,Jacket,Home,2025-10-20 08:30:00,0
259,Returning,Paid,Jacket,Category,2025-10-20 08:38:07,0
259,Returning,Paid,Jacket,Product,2025-10-20 08:41:10,0
260,New,Paid,Bag,Home,2025-10-20 18:20:00,0
260,New,Paid,Bag,Category,2025-10-20 18:25:41,0
260,New,Paid,Bag,Product,2025-10-20 18:31:15,0
260,New,Paid,Bag,AddToCart,2025-10-20 18:34:03,0
260,New,Paid,Bag,Checkout,2025-10-20 18:35:10,0
261,New,Paid,Bag,Home,2025-10-20 15:21:00,0
261,New,Paid,Bag,Category,2025-10-20 15:23:35,0
261,New,Paid,Bag,Product,2025-10-20 15:28:17,0
261,New,Paid,Bag,AddToCart,2025-10-20 15:30:54,0
262,New,Paid,Jacket,Home,2025-10-20 09:38:00,0
262,New,Paid,Jacket,Category,2025-10-20 09:45:08,0
262,New,Paid,Jacket,Product,2025-10-20 09:47:52,0
262,New,Paid,Jacket,AddToCart,2025-10-20 09:50:29,0
263,New,Organic,Bag,Home,2025-10-20 17:14:00,0
263,New,Organic,Bag,Category,2025-10-20 17:16:19,0
263,New,Organic,Bag,Product,2025-10-20 17:23:34,0
264,Returning,Paid,Watch,Home,2025-10-20 12:23:00,0
264,Returning,Paid,Watch,Category,2025-10-20 12:32:21,0
264,Returning,Paid,Watch,Product,2025-10-20 12:39:35,0
265,New,Referral,Shoes,Home,2025-10-20 14:35:00,0
265,New,Referral,Shoes,Category,2025-10-20 14:43:26,0
266,Returning,Organic,Shoes,Home,2025-10-20 20:21:00,0
266,Returning,Organic,Shoes,Category,2025-10-20 20:26:40,0
266,Returning,Organic,Shoes,Product,2025-10-20 20:35:34,0
267,New,Organic,Jacket,Home,2025-10-21 06:27:00,0
267,New,Organic,Jacket,Category,2025-10-21 06:33:46,0
267,New,Organic,Jacket,Product,2025-10-21 06:34:48,0
267,New,Organic,Jacket,AddToCart,2025-10-21 06:41:51,0
267,New,Organic,Jacket,Checkout,2025-10-21 06:42:31,1
268,Returning,Organic,Bag,Home,2025-10-21 06:05:00,0
268,Returning,Organic,Bag,Category,2025-10-21 06:10:34,0
268,Returning,Organic,Bag,Product,2025-10-21 06:13:30,0
268,Returning,Organic,Bag,AddToCart,2025-10-21 06:19:22,0
269,New,Referral,Watch,Home,2025-10-20 18:56:00,0
269,New,Referral,Watch,Category,2025-10-20 18:59:15,0
269,New,Referral,Watch,Product,2025-10-20 19:02:12,0
270,New,Organic,Shoes,Home,2025-10-20 16:32:00,0
270,New,Organic,Shoes,Category,2025-10-20 16:33:09,0
270,New,Organic,Shoes,Product,2025-10-20 16:41:08,0
271,Returning,Organic,Bag,Home,2025-10-20 17:44:00,0
271,Returning,Organic,Bag,Category,2025-10-20 17:48:48,0
271,Returning,Organic,Bag,Product,2025-10-20 17:55:21,0
271,Returning,Organic,Bag,AddToCart,2025-10-20 17:56:51,0
271,Returning,Organic,Bag,Checkout,2025-10-20 17:57:22,0
272,New,Referral,Watch,Home,2025-10-20 20:18:00,0
272,New,Referral,Watch,Category,2025-10-20 20:24:30,0
272,New,Referral,Watch,Product,2025-10-20 20:27:21,0
272,New,Referral,Watch,AddToCart,2025-10-20 20:28:22,0
272,New,Referral,Watch,Checkout,2025-10-20 20:36:58,1
273,Returning,Organic,Jacket,Home,2025-10-20 10:51:00,0
273,Returning,Organic,Jacket,Category,2025-10-20 10:58:29,0
273,Returning,Organic,Jacket,Product,2025-10-20 11:05:46,0
273,Returning,Organic,Jacket,AddToCart,2025-10-20 11:14:38,0
273,Returning,Organic,Jacket,Checkout,2025-10-20 11:21:01,1
274,Returning,Referral,Bag,Home,2025-10-20 08:03:00,0
274,Returning,Referral,Bag,Category,2025-10-20 08:11:14,0
274,Returning,Referral,Bag,Product,2025-10-20 08:14:11,0
274,Returning,Referral,Bag,AddToCart,2025-10-20 08:18:33,0
274,Returning,Referral,Bag,Checkout,2025-10-20 08:22:37,1
275,New,Paid,Watch,Home,2025-10-21 05:49:00,0
275,New,Paid,Watch,Category,2025-10-21 05:58:24,0
275,New,Paid,Watch,Product,2025-10-21 06:05:59,0
275,New,Paid,Watch,AddToCart,2025-10-21 06:14:10,0
276,Returning,Organic,Bag,Home,2025-10-20 21:24:00,0
276,Returning,Organic,Bag,Category,2025-10-20 21:29:19,0
276,Returning,Organic,Bag,Product,2025-10-20 21:33:21,0
277,New,Organic,Shoes,Home,2025-10-21 01:14:00,0
277,New,Organic,Shoes,Category,2025-10-21 01:16:18,0
278,Returning,Paid,Shoes,Home,2025-10-20 09:53:00,0
278,Returning,Paid,Shoes,Category,2025-10-20 09:58:37,0
278,Returning,Paid,Shoes,Product,2025-10-20 10:07:16,0
278,Returning,Paid,Shoes,AddToCart,2025-10-20 10:15:20,0
278,Returning,Paid,Shoes,Checkout,2025-10-20 10:16:19,1
279,New,Organic,Shoes,Home,2025-10-21 06:47:00,0
279,New,Organic,Shoes,Category,2025-10-21 06:48:03,0
280,New,Referral,Shoes,Home,2025-10-20 17:15:00,0
280,New,Referral,Shoes,Category,2025-10-20 17:16:33,0
281,New,Organic,Bag,Home,2025-10-20 20:55:00,0
281,New,Organic,Bag,Category,2025-10-20 21:00:10,0
281,New,Organic,Bag,Product,2025-10-20 21:08:16,0
282,New,Paid,Bag,Home,2025-10-20 11:07:00,0
283,Returning,Organic,Bag,Home,2025-10-21 03:35:00,0
283,Returning,Organic,Bag,Category,2025-10-21 03:37:54,0
284,New,Organic,Shoes,Home,2025-10-20 19:53:00,0
284,New,Organic,Shoes,Category,2025-10-20 20:02:04,0
284,New,Organic,Shoes,Product,2025-10-20 20:04:56,0
285,Returning,Paid,Jacket,Home,2025-10-20 12:07:00,0
285,Returning,Paid,Jacket,Category,2025-10-20 12:10:35,0
285,Returning,Paid,Jacket,Product,2025-10-20 12:15:55,0
285,Returning,Paid,Jacket,AddToCart,2025-10-20 12:16:39,0
285,Returning,Paid,Jacket,Checkout,2025-10-20 12:18:24,1
286,New,Paid,Watch,Home,2025-10-20 15:36:00,0
286,New,Paid,Watch,Category,2025-10-20 15:43:36,0
286,New,Paid,Watch,Product,2025-10-20 15:50:27,0
287,Returning,Referral,Jacket,Home,2025-10-20 21:25:00,0
287,Returning,Referral,Jacket,Category,2025-10-20 21:27:55,0
287,Returning,Referral,Jacket,Product,2025-10-20 21:37:08,0
288,New,Referral,Watch,Home,2025-10-20 21:45:00,0
289,Returning,Organic,Watch,Home,2025-10-20 13:10:00,0
290,Returning,Paid,Jacket,Home,2025-10-20 14:10:00,0
290,Returning,Paid,Jacket,Category,2025-10-20 14:18:08,0
291,Returning,Organic,Shoes,Home,2025-10-20 11:42:00,0
291,Returning,Organic,Shoes,Category,2025-10-20 11:50:57,0
291,Returning,Organic,Shoes,Product,2025-10-20 11:58:11,0
292,Returning,Paid,Watch,Home,2025-10-20 17:51:00,0
293,New,Referral,Watch,Home,2025-10-20 22:34:00,0
293,New,Referral,Watch,Category,2025-10-20 22:36:04,0
293,New,Referral,Watch,Product,2025-10-20 22:43:57,0
294,New,Referral,Shoes,Home,2025-10-20 16:37:00,0
294,New,Referral,Shoes,Category,2025-10-20 16:46:37,0
294,New,Referral,Shoes,Product,2025-10-20 16:50:05,0
294,New,Referral,Shoes,AddToCart,2025-10-20 16:54:05,0
295,Returning,Organic,Jacket,Home,2025-10-21 00:04:00,0
295,Returning,Organic,Jacket,Category,2025-10-21 00:05:25,0
295,Returning,Organic,Jacket,Product,2025-10-21 00:08:18,0
295,Returning,Organic,Jacket,AddToCart,2025-10-21 00:15:47,0
296,New,Paid,Jacket,Home,2025-10-20 17:35:00,0
296,New,Paid,Jacket,Category,2025-10-20 17:42:08,0
296,New,Paid,Jacket,Product,2025-10-20 17:46:53,0
296,New,Paid,Jacket,AddToCart,2025-10-20 17:52:53,0
296,New,Paid,Jacket,Checkout,2025-10-20 17:58:55,0
